iter	Passed	Remaining
1791	2525	293
1792	2527	291
1793	2528	290
1794	2529	288
1795	2529	287
1796	2532	286
1797	2533	284
1798	2535	283
1799	2536	281
1800	2538	280
1801	2539	279
1802	2540	277
1803	2541	276
1804	2542	274
1805	2543	273
1806	2545	271
1807	2547	270
1808	2549	269
1809	2550	267
1810	2551	266
1811	2552	264
1812	2553	263
1813	2554	261
1814	2555	260
1815	2557	259
1816	2558	257
1817	2560	256
1818	2561	254
1819	2563	253
1820	2564	252
1821	2565	250
1822	2567	249
1823	2568	247
1824	2569	246
1825	2570	244
1826	2572	243
1827	2573	242
1828	2575	240
1829	2577	239
1830	2579	238
1831	2581	236
1832	2582	235
1833	2583	233
1834	2584	232
1835	2585	230
1836	2587	229
1837	2588	228
1838	2590	226
1839	2591	225
1840	2592	223
1841	2594	222
1842	2595	221
1843	2596	219
1844	2597	218
1845	2598	216
1846	2599	215
1847	2600	213
1848	2601	212
1849	2602	211
1850	2603	209
1851	2605	208
1852	2607	206
1853	2608	205
1854	2610	204
1855	2611	202
1856	2612	201
1857	2614	199
1858	2615	198
1859	2616	196
1860	2617	195
1861	2618	194
1862	2619	192
1863	2621	191
1864	2622	189
1865	2623	188
1866	2624	186
1867	2625	185
1868	2627	184
1869	2628	182
1870	2629	181
1871	2630	179
1872	2631	178
1873	2632	177
1874	2633	175
1875	2636	174
1876	2638	172
1877	2639	171
1878	2640	170
1879	2641	168
1880	2643	167
1881	2644	165
1882	2645	164
1883	2645	162
1884	2646	161
1885	2648	160
1886	2649	158
1887	2651	157
1888	2653	155
1889	2654	154
1890	2656	153
1891	2657	151
1892	2659	150
1893	2660	148
1894	2661	147
1895	2662	146
1896	2664	144
1897	2666	143
1898	2667	141
1899	2669	140
1900	2670	139
1901	2671	137
1902	2673	136
1903	2674	134
1904	2675	133
1905	2677	132
1906	2678	130
1907	2681	129
1908	2682	127
1909	2684	126
1910	2685	125
1911	2686	123
1912	2687	122
1913	2689	120
1914	2690	119
1915	2691	118
1916	2693	116
1917	2695	115
1918	2696	113
1919	2698	112
1920	2700	111
1921	2702	109
1922	2703	108
1923	2705	106
1924	2706	105
1925	2708	104
1926	2717	102
1927	2735	102
1928	2738	100
1929	2744	99
1930	2747	98
1931	2748	96
1932	2750	95
1933	2752	93
1934	2753	92
1935	2755	91
1936	2759	89
1937	2762	88
1938	2763	86
1939	2765	85
1940	2767	84
1941	2769	82
1942	2774	81
1943	2778	80
1944	2780	78
1945	2781	77
1946	2782	75
1947	2783	74
1948	2785	72
1949	2788	71
1950	2789	70
1951	2791	68
1952	2793	67
1953	2795	65
1954	2796	64
1955	2798	62
1956	2800	61
1957	2806	60
1958	2807	58
1959	2813	57
1960	2814	55
1961	2816	54
1962	2819	53
1963	2820	51
1964	2822	50
1965	2823	48
1966	2825	47
1967	2826	45
1968	2829	44
1969	2833	43
1970	2838	41
1971	2840	40
1972	2844	38
1973	2852	37
1974	2854	36
1975	2867	34
1976	2870	33
1977	2874	31
1978	2875	30
1979	2877	29
1980	2881	27
1981	2883	26
1982	2887	24
1983	2889	23
1984	2895	21
1985	2897	20
1986	2902	18
1987	2906	17
1988	2914	16
1989	2916	14
1990	2918	13
1991	2919	11
1992	2921	10
1993	2922	8
1994	2924	7
1995	2926	5
1996	2927	4
1997	2928	2
1998	2930	1
1999	2931	0
